seller_city,seller_state,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_photos_qty,product_category_name,review_score,review_comment_title,payment_value,payment_installments,payment_type,payment_sequential,freight_value,price,geolocation_city,geolocation_city.1,order_estimated_delivery_date,order_delivered_customer_date,order_delivered_carrier_date,order_approved_at,order_status,order_purchase_timestamp,customer_city,customer_state,delivery_time_days,category,order_handlingtime,delay_days
belo horizonte,MG,150,25,2,19,1.0,artes,3,,404.88,1,boleto,1,21.49,143.54,sao paulo,sao paulo,2018-01-19,2018-01-03 22:54:29,12/23/2017 13:12:55,2017-12-22 04:51:23,delivered,2017-12-21 04:59:55,mangaratiba,RJ,13.0,,0,-16.0
salto,SP,650,25,13,14,1.0,beleza_saude,4,,44.77,1,boleto,1,18.23,39.99,sao paulo,sao paulo,2018-03-22,2018-03-05 20:53:02,03/01/2018 20:39:44,2018-02-27 10:15:33,delivered,2018-02-27 10:05:56,atibaia,SP,6.0,,0,-17.0
goiania,GO,706,32,8,38,1.0,consoles_games,5,,1302.42,1,voucher,1,18.23,39.99,sao paulo,sao paulo,2018-04-24,2018-03-29 13:49:10,03/21/2018 21:05:29,2018-03-18 21:10:32,delivered,2018-03-18 20:59:28,sao paulo,SP,10.0,,0,-26.0
caratinga,MG,300,25,10,25,1.0,fashion_bolsas_e_acessorios,4,,645.8,10,credit_card,1,12.92,49.9,sao paulo,sao paulo,2017-02-13,2017-01-17 15:52:28,01/11/2017 16:25:57,2017-01-07 03:45:40,delivered,2017-01-05 13:34:35,salvador,BA,12.0,,1,-27.0
auriflama/sp,SP,4850,75,5,50,1.0,cama_mesa_banho,5,,186.39,1,credit_card,1,23.34,119.9,sao paulo,sao paulo,2017-12-19,2017-12-18 20:24:54,12/08/2017 23:28:26,2017-11-28 03:48:24,delivered,2017-11-24 16:56:46,maceio,AL,24.0,,3,-1.0
rio de janeiro,RJ,825,20,24,15,1.0,automotivo,5,,208.41,10,credit_card,1,15.1,16.9,sao paulo,sao paulo,2018-01-19,2018-01-03 21:12:08,12/26/2017 19:49:01,2017-12-24 17:48:13,delivered,2017-12-24 17:34:12,porto alegre,RS,10.0,,0,-16.0
franca,SP,600,46,3,15,1.0,informatica_acessorios,1,,76.39,1,debit_card,1,15.1,29.99,sao paulo,sao paulo,2018-04-11,2018-04-05 19:34:29,04/02/2018 23:24:37,2018-03-29 15:29:55,delivered,2018-03-29 15:08:14,rio de janeiro,RJ,7.0,,0,-6.0
cafelandia,SP,700,23,9,11,2.0,esporte_lazer,5,,67.42,2,credit_card,1,34.15,30.99,sao paulo,sao paulo,2017-12-26,2017-12-12 22:32:47,12/02/2017 14:24:58,2017-11-29 19:16:55,delivered,2017-11-29 17:43:34,birigui,SP,13.0,,0,-14.0
sao paulo,SP,300,40,10,27,1.0,moveis_decoracao,1,,232.05,4,credit_card,1,15.34,84.99,sao paulo,sao paulo,2018-05-03,2018-04-13 23:45:22,04/05/2018 23:22:09,2018-04-05 02:27:56,delivered,2018-04-03 13:47:14,franca,SP,10.0,,1,-20.0
ribeirao preto,SP,1270,17,14,17,2.0,utilidades_domesticas,1,,69.33,1,boleto,1,45.12,149.0,sao paulo,sao paulo,2017-05-10,2017-05-03 11:43:59,04/24/2017 09:53:33,2017-04-20 16:30:11,delivered,2017-04-20 16:18:26,petropolis,RJ,12.0,,0,-7.0
sao ludgero,SC,450,20,2,11,1.0,construcao_ferramentas_ferramentas,5,,641.2,3,credit_card,1,8.82,48.9,sao paulo,sao paulo,2018-02-21,2018-02-08 18:38:55,01/29/2018 20:37:16,2018-01-27 02:45:33,delivered,2018-01-25 23:13:41,niteroi,RJ,13.0,,1,-13.0
uba,MG,2200,16,2,11,,,5,produto show,41.86,1,boleto,1,8.86,159.49,sao paulo,sao paulo,2018-05-16,2018-05-09 15:15:10,05/08/2018 16:46:00,2018-05-08 14:55:47,delivered,2018-05-08 14:38:14,porto alegre,RS,1.0,,0,-7.0
sao bernardo do campo,SP,150,18,8,13,1.0,eletrodomesticos,1,,50.0,1,voucher,1,41.53,249.9,sao paulo,sao paulo,2018-07-12,2018-06-26 17:08:45,06/21/2018 14:12:00,2018-06-18 12:37:24,delivered,2018-06-16 19:05:54,sao pedro,SP,9.0,,1,-16.0
sao paulo / sao paulo,SP,200,16,3,11,1.0,ferramentas_jardim,5,,106.96,1,credit_card,1,7.75,24.89,sao paulo,sao paulo,2017-07-25,2017-07-11 20:22:31,07/03/2017 11:42:08,2017-07-02 21:03:55,delivered,2017-07-02 20:47:24,jaguariaiva,PR,8.0,,0,-14.0
ibitinga,SP,10893,33,88,44,1.0,moveis_cozinha_area_de_servico_jantar_e_jardim,5,,2288.31,10,credit_card,1,7.78,53.99,sao paulo,sao paulo,2018-02-19,2018-01-30 14:36:52,01/24/2018 16:47:22,2018-01-24 00:16:30,delivered,2018-01-23 23:59:03,rio de janeiro,RJ,6.0,,0,-20.0
maringa,PR,1800,25,7,20,1.0,utilidades_domesticas,1,,69.9,1,boleto,1,7.39,15.99,sao paulo,sao paulo,2018-02-06,2018-01-22 23:23:25,01/17/2018 17:26:14,2018-01-17 03:34:29,delivered,2018-01-16 22:34:16,franco da rocha,SP,6.0,,0,-15.0
sao jose do rio preto,SP,1220,20,33,22,2.0,brinquedos,5,super recoendo,88.08,1,boleto,1,11.85,24.5,sao paulo,sao paulo,2018-03-08,2018-02-28 21:09:14,02/26/2018 21:04:32,2018-02-23 07:08:17,delivered,2018-02-22 15:04:08,sao paulo,SP,6.0,,0,-8.0
campinas,SP,360,30,19,22,6.0,beleza_saude,5,,117.39,4,credit_card,1,22.99,179.0,sao paulo,sao paulo,2018-04-27,2018-04-19 18:03:46,04/04/2018 20:04:05,2018-03-30 23:26:57,delivered,2018-03-30 23:11:40,brasilia,DF,19.0,,0,-8.0
rio de janeiro,RJ,175,22,11,15,1.0,eletronicos,5,,194.91,1,debit_card,1,21.43,37.9,sao paulo,sao paulo,2017-03-16,2017-03-01 14:09:10,02/16/2017 14:42:05,2017-02-12 19:02:52,delivered,2017-02-12 18:48:56,cacapava,SP,16.0,,0,-15.0
porto ferreira,SP,1900,50,13,70,1.0,pet_shop,5,,68.89,1,debit_card,1,22.56,89.9,são paulo,são paulo,2018-03-05,2018-04-23 15:49:34,02/02/2018 00:24:34,2018-02-01 08:10:31,delivered,2018-02-01 07:47:34,jundiai,SP,81.0,,0,49.0
tres coroas,RS,250,20,20,20,5.0,esporte_lazer,3,Erraram na caixa acústica,151.51,2,credit_card,1,22.56,89.9,sao paulo,sao paulo,2018-07-12,2018-06-15 14:28:27,06/08/2018 13:20:00,2018-06-06 14:35:26,delivered,2018-06-06 14:21:47,salvador,BA,9.0,,0,-27.0
santo andre,SP,6950,85,11,50,3.0,bebes,5,,54.85,1,credit_card,1,22.56,89.9,sao paulo,sao paulo,2017-12-12,2017-11-27 20:41:48,11/21/2017 18:18:35,2017-11-17 13:35:40,delivered,2017-11-17 13:12:47,pindamonhangaba,SP,10.0,,0,-15.0
blumenau,SC,1100,55,5,40,1.0,utilidades_domesticas,4,,103.68,1,credit_card,1,29.08,88.34,sao paulo,sao paulo,2018-02-21,2018-02-05 19:38:56,02/01/2018 18:13:16,2018-01-30 17:57:55,delivered,2018-01-30 17:36:43,irati,PR,6.0,,0,-16.0
santo andre,SP,300,17,7,24,5.0,bebes,5,,225.63,1,debit_card,1,18.5,177.9,sao paulo,sao paulo,2018-03-21,2018-03-13 18:56:39,03/08/2018 19:58:35,2018-03-07 12:29:55,delivered,2018-03-07 12:08:37,ribeira,SP,6.0,,0,-8.0
santo andre,SP,16500,58,28,58,1.0,moveis_escritorio,5,Ótima compra,39.6,1,boleto,1,14.1,32.99,sao paulo,sao paulo,2018-02-08,2018-01-17 15:44:12,01/10/2018 22:48:10,2018-01-10 10:31:35,delivered,2018-01-10 09:04:09,ipatinga,MG,7.0,,0,-22.0
sao paulo,SP,300,16,23,19,1.0,malas_acessorios,5,,159.18,10,credit_card,1,0.0,69.9,sao paulo,sao paulo,2017-03-17,2017-02-20 18:14:01,02/15/2017 12:37:51,2017-02-10 02:55:28,delivered,2017-02-08 18:00:36,sao paulo,SP,12.0,,1,-25.0
sao paulo,SP,1836,61,6,24,1.0,eletronicos,1,,234.43,1,credit_card,1,12.27,109.9,sao paulo,sao paulo,2018-07-24,2018-07-04 21:48:36,07/02/2018 13:39:00,2018-06-30 22:10:13,delivered,2018-06-30 21:57:55,barbacena,MG,3.0,,0,-20.0
sao paulo,SP,175,18,22,16,1.0,beleza_saude,5,,44.83,1,boleto,1,22.3,52.99,sao paulo,sao paulo,2018-08-17,2018-08-16 19:18:51,08/10/2018 13:40:00,2018-08-08 11:05:15,delivered,2018-08-08 10:49:59,limoeiro,PE,8.0,,0,-1.0
blumenau,SC,675,22,24,21,1.0,brinquedos,2,,205.44,4,credit_card,1,14.51,110.9,sao paulo,sao paulo,2017-10-30,2017-10-09 18:32:38,10/06/2017 17:16:05,2017-10-05 06:21:20,delivered,2017-10-05 05:23:47,espigao do oeste,RO,4.0,,0,-21.0
mogi das cruzes,SP,200,26,5,20,4.0,esporte_lazer,2,,13.55,1,credit_card,1,12.48,35.9,sao paulo,sao paulo,2018-05-11,2018-04-27 23:17:26,04/17/2018 13:16:29,2018-04-10 15:11:08,delivered,2018-04-10 14:58:16,belford roxo,RJ,17.0,,0,-14.0
santos,SP,1200,30,20,30,1.0,industria_comercio_e_negocios,2,,221.96,1,credit_card,1,7.53,39.0,sao paulo,sao paulo,2018-02-22,2018-02-19 13:28:50,02/09/2018 21:41:54,2018-02-08 19:32:18,delivered,2018-02-08 18:56:45,sao jose dos campos,SP,10.0,,0,-3.0
osasco,SP,200,39,2,30,2.0,informatica_acessorios,5,,52.38,1,credit_card,1,7.46,27.9,sao paulo,sao paulo,2018-07-27,2018-07-23 18:09:27,07/17/2018 10:32:00,2018-07-12 20:35:10,delivered,2018-07-12 20:24:07,brasilia,DF,10.0,,0,-4.0
jaci,SP,16100,63,61,24,2.0,moveis_escritorio,5,,131.47,9,credit_card,1,65.34,579.0,sao paulo,sao paulo,2017-12-14,2017-12-17 10:47:53,11/30/2017 18:18:50,2017-11-24 16:19:01,delivered,2017-11-24 14:15:53,coronel fabriciano,MG,22.0,,0,3.0
claudio,MG,117,19,4,12,1.0,telefonia,5,,38.06,2,credit_card,1,23.57,99.9,sao paulo,sao paulo,2017-12-05,,,2017-11-16 15:26:57,unavailable,2017-11-16 15:09:28,diadema,SP,,,0,
goiania,GO,455,36,18,27,1.0,telefonia_fixa,1,,35.0,1,voucher,2,19.32,37.0,sao paulo,sao paulo,2017-09-27,2017-09-12 20:59:50,09/04/2017 19:22:51,2017-08-31 18:05:09,delivered,2017-08-31 17:46:40,brasilia,DF,12.0,,0,-15.0
laranjal paulista,SP,550,16,10,16,1.0,cama_mesa_banho,5,,143.65,3,credit_card,1,30.66,116.6,sao paulo,sao paulo,2018-05-30,2018-05-22 20:37:31,05/16/2018 15:47:00,2018-05-16 03:14:50,delivered,2018-05-15 09:10:20,brasilia,DF,7.0,,0,-8.0
sorocaba,SP,750,22,12,33,4.0,fashion_calcados,5,,86.73,3,credit_card,1,19.25,49.0,sao paulo,sao paulo,2018-02-06,2018-02-06 15:49:01,01/24/2018 00:34:56,2018-01-22 19:36:30,delivered,2018-01-22 19:22:26,itanhaem,SP,14.0,,0,0.0
sao paulo,SP,586,18,11,13,2.0,cool_stuff,5,,118.35,5,credit_card,1,9.26,27.9,sao paulo,sao paulo,2018-07-13,2018-06-28 16:41:38,06/18/2018 12:23:00,2018-06-16 00:23:09,delivered,2018-06-16 00:01:56,goiania,GO,12.0,,0,-15.0
americana,SP,540,16,27,16,6.0,construcao_ferramentas_iluminacao,5,,341.58,1,credit_card,1,25.73,65.0,sao paulo,sao paulo,2018-08-02,2018-08-01 23:57:28,07/31/2018 11:13:00,2018-07-31 03:50:25,delivered,2018-07-28 18:21:00,bebedouro,SP,4.0,,2,-1.0
sao paulo,SP,3700,30,20,20,1.0,esporte_lazer,5,,105.42,2,credit_card,1,11.85,39.9,sao paulo,sao paulo,2017-12-18,2017-12-12 20:22:51,12/04/2017 21:37:41,2017-11-28 21:17:25,delivered,2017-11-28 21:07:26,americana,SP,13.0,,0,-6.0
sao paulo,SP,3150,30,17,30,4.0,utilidades_domesticas,5,,68.16,4,credit_card,1,17.87,105.0,sao paulo,sao paulo,2018-03-23,2018-03-05 22:04:37,02/21/2018 18:49:53,2018-02-11 14:25:28,delivered,2018-02-11 14:13:54,salvador,BA,22.0,,0,-18.0
rio de janeiro,RJ,2100,53,27,40,1.0,cama_mesa_banho,4,,357.97,10,credit_card,1,23.33,25.79,sao paulo,sao paulo,2018-04-16,2018-04-06 01:23:24,04/05/2018 00:32:57,2018-03-20 03:48:59,delivered,2018-03-17 15:21:11,uba,MG,19.0,,2,-10.0
sertanopolis,SP,314,20,19,18,3.0,construcao_ferramentas_seguranca,4,,2.99,1,voucher,3,23.33,25.79,sao paulo,sao paulo,2018-06-28,2018-06-05 18:19:32,06/04/2018 15:05:00,2018-06-03 12:10:28,delivered,2018-06-03 11:52:11,arapongas,PR,2.0,,0,-23.0
ibitinga,SP,550,23,15,23,1.0,cama_mesa_banho,1,Horrível,92.57,1,boleto,1,13.68,146.01,sao paulo,sao paulo,2018-05-24,2018-05-17 16:56:33,05/11/2018 13:49:00,2018-05-07 22:11:35,delivered,2018-05-07 21:49:08,vinhedo,SP,9.0,,0,-7.0
apucarana,PR,13825,70,35,49,1.0,automotivo,5,,68.35,2,credit_card,1,26.61,189.9,são paulo,são paulo,2018-04-05,2018-03-29 23:31:48,03/13/2018 19:18:29,2018-03-10 14:50:28,delivered,2018-03-09 14:58:05,itajai,SC,20.0,,0,-7.0
sao jose do rio preto,SP,850,40,6,50,1.0,cama_mesa_banho,5,,197.23,13,credit_card,1,26.26,139.65,sao paulo,sao paulo,2018-04-03,2018-03-22 22:12:59,03/01/2018 20:07:45,2018-02-27 16:15:38,delivered,2018-02-27 15:53:44,dourados,MS,23.0,,0,-12.0
rio de janeiro,RJ,250,21,4,13,1.0,bebes,5,super recomendo,153.67,3,credit_card,1,7.68,59.9,sao paulo,sao paulo,2018-02-20,2018-02-15 15:08:38,02/07/2018 18:44:52,2018-01-24 15:08:06,delivered,2018-01-24 11:40:28,bauru,SP,22.0,,0,-5.0
maringa,PR,400,20,20,20,1.0,brinquedos,5,,46.43,3,credit_card,1,15.23,13.65,sao paulo,sao paulo,2018-07-04,2018-06-19 11:22:36,06/11/2018 14:05:00,2018-06-09 11:15:21,delivered,2018-06-09 11:02:51,pradopolis,SP,10.0,,0,-15.0
sao paulo,SP,400,16,20,15,2.0,perfumaria,5,Muito bom. ,102.03,4,credit_card,1,16.11,31.9,sao paulo,sao paulo,2017-11-27,2017-11-16 21:48:37,11/13/2017 21:32:01,2017-11-11 22:30:25,delivered,2017-11-11 22:16:49,sao paulo,SP,4.0,,0,-11.0
guarulhos,SP,200,16,2,16,1.0,consoles_games,5,,119.45,5,credit_card,1,16.6,33.99,sao paulo,sao paulo,2018-07-31,2018-07-09 16:02:28,06/28/2018 11:57:00,2018-06-28 11:31:07,delivered,2018-06-28 11:08:58,aripuana,MT,11.0,,0,-22.0
penapolis,SP,250,20,20,20,5.0,automotivo,5,,44.23,1,credit_card,1,14.59,158.9,sao paulo,sao paulo,2018-08-27,2018-08-15 00:18:53,08/02/2018 16:46:00,2018-08-01 15:31:17,delivered,2018-08-01 14:58:41,braganca paulista,SP,13.0,,0,-12.0
niteroi,RJ,1950,17,11,12,4.0,informatica_acessorios,5,,67.5,1,credit_card,1,11.85,47.4,sao paulo,sao paulo,2017-12-27,2017-12-19 14:19:22,11/27/2017 15:12:48,2017-11-24 20:56:27,delivered,2017-11-24 17:37:41,sao paulo,SP,24.0,,0,-8.0
joinville,SC,300,35,10,25,1.0,moveis_decoracao,5,,8.75,1,voucher,5,21.19,50.0,sao paulo,sao paulo,2018-03-01,2018-02-23 22:59:22,02/05/2018 15:54:50,2018-02-03 15:11:02,delivered,2018-02-03 14:56:55,guaratinga,BA,20.0,,0,-6.0
colombo,PR,1050,30,45,11,1.0,relogios_presentes,5,,44.27,2,credit_card,1,11.15,59.9,sao paulo,sao paulo,2017-05-25,2017-05-11 17:22:55,04/28/2017 14:07:00,2017-04-27 10:35:12,delivered,2017-04-27 10:24:22,sao paulo,SP,14.0,,0,-14.0
vicente de carvalho,SP,400,16,7,11,4.0,automotivo,4,,37.15,1,credit_card,1,39.66,199.0,são paulo,são paulo,2018-05-04,2018-04-23 13:47:49,04/11/2018 16:58:25,2018-04-10 16:35:12,delivered,2018-04-10 16:22:27,ponta pora,MS,12.0,,0,-11.0
mesquita,RJ,1000,56,9,22,1.0,instrumentos_musicais,5,,114.13,2,credit_card,1,39.66,199.0,sao paulo,sao paulo,2017-12-22,2017-12-11 17:38:06,12/01/2017 23:19:42,2017-11-13 10:16:29,delivered,2017-11-13 10:07:36,aracatuba,SP,28.0,,0,-11.0
londrina,PR,150,16,16,11,1.0,esporte_lazer,5,,396.97,1,credit_card,1,23.07,69.9,sao paulo,sao paulo,2018-08-14,2018-08-02 00:42:53,07/25/2018 13:19:00,2018-07-25 02:55:14,delivered,2018-07-23 10:21:28,volta redonda,RJ,9.0,,1,-12.0
sao pauo,SP,700,16,16,16,1.0,beleza_saude,1,,185.85,10,credit_card,1,15.1,50.21,são paulo,são paulo,2018-04-13,2018-04-05 20:09:27,04/04/2018 19:12:15,2018-04-04 03:29:36,delivered,2018-04-03 20:44:15,maringa,PR,1.0,,0,-8.0
florianopolis,SC,450,17,7,17,3.0,consoles_games,5,,62.11,3,credit_card,1,16.6,39.9,sao paulo,sao paulo,2018-01-31,2018-01-17 22:08:50,01/15/2018 23:19:13,2018-01-12 19:37:22,delivered,2018-01-12 19:27:08,guarulhos,SP,5.0,,0,-14.0
belo horizonte,MG,2000,30,12,16,1.0,beleza_saude,1,,25.23,2,credit_card,1,14.1,24.99,são paulo,são paulo,2017-08-11,2017-08-08 15:07:39,07/26/2017 00:58:24,2017-07-24 17:30:29,delivered,2017-07-24 17:19:00,sao paulo,SP,14.0,,0,-3.0
sao paulo,SP,21400,20,20,20,4.0,construcao_ferramentas_construcao,5,,153.22,5,credit_card,1,19.01,130.0,sao paulo,sao paulo,2018-03-28,2018-03-16 13:58:58,03/08/2018 20:12:34,2018-03-08 00:49:38,delivered,2018-03-07 23:46:19,sao paulo,SP,8.0,,0,-12.0
cascavel,PR,300,16,7,11,,,4,,145.01,1,debit_card,1,7.88,89.99,sao paulo,sao paulo,2018-07-16,2018-06-11 21:38:34,06/06/2018 14:59:00,2018-06-05 19:15:24,delivered,2018-06-05 11:36:11,araraquara,SP,6.0,,0,-35.0
fazenda rio grande,PR,188,20,16,15,1.0,informatica_acessorios,3,,70.89,1,boleto,1,15.69,69.0,sao paulo,sao paulo,2018-03-20,2018-03-14 16:52:13,02/19/2018 23:53:13,2018-02-17 03:35:43,delivered,2018-02-15 23:27:21,matipo,MG,26.0,,1,-6.0
sao paulo,SP,300,16,30,20,1.0,moveis_decoracao,1,,114.34,6,credit_card,1,15.8,165.5,sao paulo,sao paulo,2017-07-19,2017-07-10 17:36:56,06/29/2017 15:41:19,2017-06-29 00:23:33,delivered,2017-06-29 00:10:49,niteroi,RJ,11.0,,0,-9.0
taboao da serra,SP,13600,26,60,40,2.0,fashion_bolsas_e_acessorios,5,,31.38,2,credit_card,1,52.69,175.91,sao paulo,sao paulo,2018-02-22,2018-02-20 19:27:20,01/29/2018 20:17:05,2018-01-20 09:09:35,delivered,2018-01-19 21:07:32,barbacena,MG,31.0,,0,-2.0
sao paulo,SP,800,25,25,25,3.0,moveis_decoracao,5,otimo,256.5,5,credit_card,1,15.8,165.5,sao paulo,sao paulo,2018-04-17,2018-04-09 19:26:42,04/02/2018 16:46:48,2018-03-29 12:48:47,delivered,2018-03-29 12:00:11,porto alegre,RS,11.0,,0,-8.0
rio de janeiro,RJ,300,18,8,14,,,4,,341.4,1,boleto,1,15.8,165.5,sao paulo,sao paulo,2018-08-03,,07/04/2018 15:20:00,2018-06-28 13:11:09,shipped,2018-06-28 12:52:15,santo antonio da patrulha,RS,,,0,
curitiba,PR,1400,65,12,12,2.0,moveis_decoracao,4,,143.99,1,credit_card,1,13.81,98.81,sao paulo,sao paulo,2018-04-06,2018-03-29 19:22:10,03/20/2018 23:42:44,2018-03-16 20:31:55,delivered,2018-03-15 20:23:45,sao paulo,SP,13.0,,1,-8.0
sao paulo,SP,650,13,11,12,1.0,relogios_presentes,5,,84.88,1,voucher,1,7.8,78.0,sao paulo,sao paulo,2018-04-09,2018-03-29 18:28:40,03/29/2018 01:04:03,2018-03-27 22:30:13,delivered,2018-03-27 22:14:59,porto alegre,RS,1.0,,0,-11.0
sao jose dos campos,SP,600,26,17,17,1.0,construcao_ferramentas_construcao,3,,232.27,8,credit_card,1,12.48,21.8,são paulo,são paulo,2018-08-23,2018-08-14 00:28:41,08/06/2018 13:43:00,2018-08-04 05:05:18,delivered,2018-08-03 13:32:54,barra mansa,RJ,10.0,,0,-9.0
guarulhos,SP,3000,69,11,11,2.0,moveis_decoracao,1,,194.0,5,credit_card,1,18.93,118.9,sao paulo,sao paulo,2017-03-02,2017-01-27 18:12:13,01/24/2017 07:47:47,2017-01-21 17:22:49,delivered,2017-01-21 17:08:01,fortaleza,CE,6.0,,0,-34.0
sao paulo,SP,950,46,10,33,1.0,malas_acessorios,1,,260.57,1,credit_card,1,20.18,119.8,sao paulo,sao paulo,2017-10-23,2017-10-03 18:35:37,09/28/2017 19:33:54,2017-09-26 11:24:44,delivered,2017-09-26 11:08:38,diamantina,MG,7.0,,0,-20.0
toledo,PR,17400,42,35,42,2.0,moveis_decoracao,1,,49.59,1,credit_card,1,7.39,45.0,sao paulo,sao paulo,2018-03-23,,03/05/2018 16:10:13,2018-02-28 10:40:35,shipped,2018-02-28 08:57:03,belo horizonte,MG,,,0,
curitiba,PR,300,16,2,11,2.0,fashion_roupa_masculina,5,,196.55,3,credit_card,1,20.39,449.0,são paulo,são paulo,2017-10-04,2017-09-22 16:48:51,09/14/2017 19:27:47,2017-09-13 15:25:15,delivered,2017-09-13 15:07:45,brasilia,DF,9.0,,0,-12.0
sao jose do rio preto,SP,700,20,20,20,2.0,informatica_acessorios,5,,245.94,1,boleto,1,16.61,139.85,sao paulo,sao paulo,2018-09-05,2018-08-25 00:46:26,08/15/2018 06:23:00,2018-08-09 20:50:14,delivered,2018-08-09 20:36:13,maringa,PR,15.0,,0,-11.0
sao paulo,SP,625,21,16,17,2.0,pet_shop,4,,72.42,1,voucher,2,16.61,139.85,sao paulo,sao paulo,2018-01-02,2017-12-11 18:52:39,12/07/2017 20:21:06,2017-12-07 10:31:35,delivered,2017-12-07 09:40:04,salvador,BA,4.0,,0,-22.0
bauru,SP,3250,32,14,22,3.0,ferramentas_jardim,5,,217.15,2,credit_card,1,12.48,18.9,sao paulo,sao paulo,2018-07-18,2018-06-22 22:41:09,05/30/2018 13:39:00,2018-05-30 03:24:11,delivered,2018-05-30 02:41:28,sao paulo,SP,23.0,,0,-26.0
santos,SP,1500,22,12,33,2.0,fashion_calcados,4,,152.28,4,credit_card,1,16.79,29.9,sao paulo,sao paulo,2017-07-10,2017-06-29 16:45:36,06/27/2017 14:56:54,2017-06-27 11:04:48,delivered,2017-06-27 10:45:08,macae,RJ,2.0,,0,-11.0
marechal candido rondon,SP,250,32,3,23,1.0,cama_mesa_banho,3,,72.34,3,credit_card,1,15.1,39.9,sao paulo,sao paulo,2018-01-03,2018-01-09 18:04:58,12/12/2017 17:43:21,2017-12-12 03:50:30,delivered,2017-12-08 04:45:26,sao paulo,SP,32.0,,3,6.0
curitiba,PR,425,31,6,12,1.0,ferramentas_jardim,4,,128.95,5,credit_card,1,13.07,59.0,sao paulo,sao paulo,2018-04-03,2018-03-26 21:07:18,03/12/2018 18:42:16,2018-03-09 17:00:39,delivered,2018-03-09 15:09:28,mairinque,SP,17.0,,0,-8.0
mogi das cruzes,SP,150,20,8,13,1.0,climatizacao,5,,56.85,1,credit_card,1,67.69,199.0,sao paulo,sao paulo,2017-10-04,2017-09-19 21:47:09,09/14/2017 20:57:27,2017-09-11 12:05:28,delivered,2017-09-11 11:50:32,belo horizonte,MG,8.0,,0,-15.0
porto alegre,RS,350,68,8,13,3.0,moveis_decoracao,5,10,20.29,1,credit_card,1,7.39,32.0,sao paulo,sao paulo,2018-07-12,2018-06-19 17:57:35,06/12/2018 15:31:00,2018-06-12 10:21:08,delivered,2018-06-12 09:52:46,capitao leonidas marques,PR,7.0,,0,-23.0
sao jose dos campos,SP,300,29,7,16,12.0,fashion_calcados,5,,171.75,1,boleto,1,18.35,110.0,sao paulo,sao paulo,2018-08-08,2018-07-11 22:52:20,07/03/2018 13:58:00,2018-07-03 01:30:35,delivered,2018-07-03 01:17:32,rio de janeiro,RJ,8.0,,0,-28.0
osasco,SP,100,19,3,11,12.0,telefonia,5,,85.82,1,credit_card,1,14.65,79.9,sao paulo,sao paulo,2017-06-23,2017-06-12 16:48:13,06/01/2017 16:27:24,2017-05-24 15:35:20,delivered,2017-05-23 15:28:58,sao sebastiao do paraiso,MG,20.0,,1,-11.0
jundiai,SP,550,16,21,18,3.0,automotivo,3,,56.05,1,boleto,1,14.1,24.99,sao paulo,sao paulo,2017-12-22,2017-12-11 21:44:51,11/30/2017 22:32:54,2017-11-29 19:31:02,delivered,2017-11-29 18:27:30,rio de janeiro,RJ,12.0,,0,-11.0
mandirituba,PR,250,16,27,15,1.0,automotivo,1,,26.09,1,boleto,1,13.91,79.0,sao paulo,sao paulo,2018-01-30,2018-01-20 14:28:43,01/16/2018 20:15:54,2018-01-14 18:59:30,delivered,2018-01-14 18:49:14,petropolis,RJ,5.0,,0,-10.0
sao paulo,SP,1000,26,40,20,1.0,automotivo,5,,41.17,1,credit_card,1,17.67,59.9,são paulo,são paulo,2017-09-13,2017-08-29 21:36:55,08/24/2017 16:25:25,2017-08-23 17:33:57,delivered,2017-08-23 15:40:22,sao paulo,SP,6.0,,0,-15.0
suzano,SP,14850,35,102,35,3.0,utilidades_domesticas,1,,37.25,1,boleto,1,15.1,19.9,sao paulo,sao paulo,2017-09-28,2017-09-18 18:48:54,09/13/2017 18:26:58,2017-09-12 04:50:37,delivered,2017-09-10 22:32:14,sao paulo,SP,7.0,,1,-10.0
vespasiano,MG,850,42,25,15,3.0,bebes,4,,135.13,5,credit_card,1,15.2,158.0,são paulo,são paulo,2018-08-27,2018-08-23 21:03:46,08/22/2018 15:18:00,2018-08-21 17:08:38,delivered,2018-08-21 16:45:44,sao paulo,SP,2.0,,0,-4.0
curitiba,PR,1850,28,14,19,4.0,consoles_games,5,,477.45,5,credit_card,1,25.13,1050.61,são paulo,são paulo,2018-07-03,2018-06-12 20:48:48,06/06/2018 16:10:00,2018-05-27 18:14:14,delivered,2018-05-27 17:59:00,piracicaba,SP,16.0,,0,-21.0
rio de janeiro,RJ,300,16,2,11,1.0,fashion_bolsas_e_acessorios,5,,440.12,2,credit_card,1,18.0,106.9,sao paulo,sao paulo,2017-06-09,2017-06-16 16:52:02,06/05/2017 13:58:19,2017-05-23 03:50:25,delivered,2017-05-20 02:48:00,belford roxo,RJ,27.0,,3,7.0
blumenau,SC,200,19,4,11,1.0,telefonia,4,recomendo,67.7,1,credit_card,1,25.12,362.45,sao paulo,sao paulo,2016-12-09,,,2016-10-06 15:51:05,processing,2016-10-05 22:44:13,brasilia,DF,,,0,
